Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Peru,PER,2001,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,92.363804
Peru,PER,2000,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.160342
Peru,PER,1999,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.064564
Peru,PER,1998,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.421129
Peru,PER,1997,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.792103
Peru,PER,1996,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,92
Peru,PER,1995,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.9867248535156
Peru,PER,1994,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.5978240966797
Peru,PER,1993,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.1994476318359
Peru,PER,1992,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.3
Peru,PER,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3466033935547
Peru,PER,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.2
Peru,PER,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.8
Peru,PER,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.2
Peru,PER,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.852179
Peru,PER,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.919989
Peru,PER,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.135365
Peru,PER,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.099508
Peru,PER,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.707491
Peru,PER,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.123061
Peru,PER,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.42432
Peru,PER,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.678343
Peru,PER,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,81.988131
Peru,PER,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.157275
Peru,PER,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.173645
Peru,PER,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.692357
Peru,PER,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.380966
Peru,PER,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.382688
Peru,PER,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.113111
Peru,PER,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.496495
Peru,PER,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.078523
Peru,PER,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.072063
Peru,PER,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.16024
Peru,PER,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,67
Peru,PER,1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.3548355102539
Peru,PER,1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.0529327392578
Peru,PER,1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.7489929199219
Peru,PER,1992,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.1
Peru,PER,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.8973999023438
Peru,PER,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.6040000915527
Peru,PER,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.2106990814209
Peru,PER,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.4379997253418
Peru,PER,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.5688991546631
Peru,PER,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.3526000976563
Peru,PER,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.7961006164551
Peru,PER,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.6333999633789
Peru,PER,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.1669998168945
Peru,PER,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.9168014526367
Peru,PER,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.709098815918
Peru,PER,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.0481986999512
Peru,PER,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.6967010498047
Peru,PER,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.3468017578125
Peru,PER,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.8308982849121
Peru,PER,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,40.9118003845215
Peru,PER,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,40.2070999145508
Peru,PER,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,41.2309989929199
Peru,PER,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.5722999572754
Peru,PER,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.6801285582867
Peru,PER,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.6922895098684
Peru,PER,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.7398884822982
Peru,PER,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.7145352264847
Peru,PER,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.282985370877
Peru,PER,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.9349758154901
Peru,PER,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.0792617049946
Peru,PER,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.3077712492969
Peru,PER,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,39.913113738396
Peru,PER,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,39.4258282036508
Peru,PER,2016,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,30.2545338758181
Peru,PER,2015,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,30.2108472686734
Peru,PER,2014,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,31.3302480590797
Peru,PER,2013,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,23.9776777059774
Peru,PER,2012,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,26.7841864792227
Peru,PER,2011,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,24.0340222313709
Peru,PER,2010,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,27.6252161509765
Peru,PER,2009,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,22.5404366602687
Peru,PER,2008,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,19.2859854771784
Peru,PER,2007,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,15.6849985341542
Peru,PER,2006,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,12.3295205920206
Peru,PER,2005,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,10.6793333333333
Peru,PER,2004,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.33816932907348
Peru,PER,2003,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.7096585003712
Peru,PER,2002,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.16613793103448
Peru,PER,2001,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.97861153262519
Peru,PER,2000,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.91427013717904
Peru,PER,1999,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.13685159500694
Peru,PER,1998,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.10197447447448
Peru,PER,1997,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,2.82076923076923
Peru,PER,1996,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.68815068493151
Peru,PER,1995,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.72474803149606
Peru,PER,1994,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.23193202146691
Peru,PER,1993,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.19678737233055
Peru,PER,1992,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.13234412759787
Peru,PER,1991,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.99716962025316
Peru,PER,1990,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.34570528356762
Peru,PER,1989,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.93619879113499
Peru,PER,1988,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.79041916167665
Peru,PER,1987,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.89261840420993
Peru,PER,1986,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.14300100704935
Peru,PER,1985,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,6.08908099981207
Peru,PER,1984,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.61757930178983
Peru,PER,1983,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.62614308768155
Peru,PER,1982,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.48412083656081
Peru,PER,1981,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.00532481363152
Peru,PER,1980,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.25661295226513
Peru,PER,1979,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.14883108330589
Peru,PER,1978,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.44081632653061
Peru,PER,1977,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.10054988216811
Peru,PER,1976,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.64052287581699
Peru,PER,1975,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.27378964941569
Peru,PER,1974,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.39914163090129
Peru,PER,1973,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.52635486265776
Peru,PER,1972,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.87409200968523
Peru,PER,1971,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,3.88100866824271
Peru,PER,1970,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.08247422680412
Peru,PER,1969,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.62497004553079
Peru,PER,1968,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.75347661188369
Peru,PER,1967,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.40386680988185
Peru,PER,1966,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,4.92392807745505
Peru,PER,1965,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.20992951271836
Peru,PER,1964,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.38116591928251
Peru,PER,1963,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.36151916875672
Peru,PER,1962,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.25045972784112
Peru,PER,1961,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.44251166737378
Peru,PER,1960,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1.52534768954688
Peru,PER,2016,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,31928.569
Peru,PER,2015,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,27832.53
Peru,PER,2014,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,25995.363
Peru,PER,2013,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,26024.699
Peru,PER,2012,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,25716.671
Peru,PER,2011,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23930.842
Peru,PER,2010,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23212.11
Peru,PER,2009,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23685.153
Peru,PER,2008,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,21440.949
Peru,PER,2007,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,22519.047
Peru,PER,2006,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18742.037
Peru,PER,2005,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20967.906
Peru,PER,2004,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20714.883
Peru,PER,2003,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18459.678
Peru,PER,2002,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19380.095
Peru,PER,2001,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20201.503
Peru,PER,2000,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23182.774
Peru,PER,1999,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,24568.9
Peru,PER,1998,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23083.765
Peru,PER,1997,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23278.116
Peru,PER,1996,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20131.83
Peru,PER,1995,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19647.786
Peru,PER,1994,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19064.733
Peru,PER,1993,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19457.102
Peru,PER,1992,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,17062.551
Peru,PER,1991,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,16703.185
Peru,PER,1990,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,17744.613
Peru,PER,1989,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18569.688
Peru,PER,1988,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,21239.264
Peru,PER,1987,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,22137.679
Peru,PER,1986,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18364.336
Peru,PER,1985,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,16413.492
Peru,PER,1984,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,17821.62
Peru,PER,1983,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,17575.931
Peru,PER,1982,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20087.826
Peru,PER,1981,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20249.174
Peru,PER,1980,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,20714.883
Peru,PER,1979,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18569.688
Peru,PER,1978,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18742.037
Peru,PER,1977,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19402.097
Peru,PER,1976,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18573.355
Peru,PER,1975,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18173.652
Peru,PER,1974,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,17403.582
Peru,PER,1973,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,15863.442
Peru,PER,1972,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,14913.689
Peru,PER,1971,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,15408.734
Peru,PER,1970,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,14411.31
Peru,PER,1969,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13281.874
Peru,PER,1968,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,12838.167
Peru,PER,1967,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,12090.099
Peru,PER,1966,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11697.73
Peru,PER,1965,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10535.291
Peru,PER,1964,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10861.654
Peru,PER,1963,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9402.188
Peru,PER,1962,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9090.493
Peru,PER,1961,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7788.708
