Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Peru,PER,2016,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,10.8
Peru,PER,2012,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,0.8
Peru,PER,2011,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,0.6
Peru,PER,2010,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,1
Peru,PER,2009,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,1.2
Peru,PER,2008,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,1
Peru,PER,2006,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,0.7
Peru,PER,2012,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,1.1
Peru,PER,2011,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,1
Peru,PER,2010,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,1.4
Peru,PER,2009,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,1.9
Peru,PER,2008,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,1.2
Peru,PER,2006,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,0.6
Peru,PER,2012,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.1
Peru,PER,2011,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.1
Peru,PER,2010,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.5
Peru,PER,2009,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.8
Peru,PER,2008,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.6
Peru,PER,2006,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,1.1
Peru,PER,2012,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,2.2
Peru,PER,2011,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,2.3
Peru,PER,2010,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,3.4
Peru,PER,2009,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,3.9
Peru,PER,2008,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,3.3
Peru,PER,2006,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,2.1
Peru,PER,2012,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,3.5
Peru,PER,2011,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,3.6
Peru,PER,2010,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,4.9
Peru,PER,2009,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,5.7
Peru,PER,2008,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,4.8
Peru,PER,2006,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,2.8
Peru,PER,2012,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,0.6
Peru,PER,2011,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,0.6
Peru,PER,2010,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,0.8
Peru,PER,2009,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,1
Peru,PER,2008,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,0.8
Peru,PER,2006,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,0.3
Peru,PER,2018,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,3.06
Peru,PER,2015,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,3.18
Peru,PER,2010,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,3.68
Peru,PER,2005,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,3.32
Peru,PER,2000,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,3.1
Peru,PER,2018,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.38
Peru,PER,2015,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.63
Peru,PER,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.69
Peru,PER,2005,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.99
Peru,PER,2000,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.54
Peru,PER,2018,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,9.77
Peru,PER,2015,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,10.15
Peru,PER,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,11.78
Peru,PER,2005,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,10.74
Peru,PER,2000,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,10.04
